PULID,PMID,verification_final,genomic_accession_number,nucleotide_position_range,substrate_final,gene_locus_tags_or_modular,old_other_gene_locus_tags_or_modules,organism_name,ncbi_species_tax_id,degradation_biosynthesis,cazy_diamond_eval,dbcan_hmmer_eval,hotpep_hits,tp_eval,num_cgcs,cazymes_predicted_dbCAN2,num_cazymes,num_genes,cazymes_predicted_dbcan,
PUL0642,33439065,recombinant protein expression,NZ_LR027880.1,4318380-4338276,"sucrose,kestose,nystose",RIL182_RS20205-RIL182_RS20255,RIL182_03999-RIL182_04009,Roseburia intestinalis L1-82,166486,degradation,default,default,default,default,1,yes,6,11,"GH36,GH13_31|GH13,CBM38|GH32,GH13_18,GH10|CBM86|CBM9|CBM0|CBM22,GH53|CBM61",
PUL0643,33469030,"enzyme activity assay,liquid chromatography,high performance anion exchange chromatography,qRT-PCR,crystallization",NZ_ABJL02000007.1,167129-189673,arabinoxylan,BACINT_RS04710-BACINT_RS04765,BACINT_01033-BACINT_01044,Bacteroides intestinalis DSM 17393,329854,degradation,default,default,default,default,1,yes,7,12,"CBM48|CE1,GH43|GH43_7|CBM13,CBM48|CE1|CE6,CBM48|CE1,GH43_17,CBM6|GH3,GH43|CBM6|GH43_2",
PUL0644,33469030,"enzyme activity assay,liquid chromatography,high performance anion exchange chromatography,qRT-PCR,crystallization",NZ_EQ973490.1,1329075-1352417,arabinoxylan,BACCELL_RS09475-BACCELL_RS09535,BACCELL_02140-BACCELL_02154,Bacteroides cellulosilyticus DSM 14838,246787,degradation,default,default,default,default,0,yes,6,10,"GH43|GH43_2|CBM6,GH43_17,GH10|CBM48|CE1,CE1,GH43|CBM13|GH43_7,CBM48|CE1",
PUL0645,33469030,"enzyme activity assay,liquid chromatography,high performance anion exchange chromatography,qRT-PCR,crystallization",NZ_JH992941.1,1220565-1238669,arabinoxylan,HMPREF9447_RS12390-HMPREF9447_RS12435,HMPREF9447_02525-HMPREF9447_02534,Bacteroides oleiciplenus YIT 12058,626931,degradation,default,default,default,default,1,yes,5,10,"GH43|GH43_2|CBM6,GH3|CBM6,GH43_17,GH43_7|GH43|CBM13,CE1|CBM48",
PUL0646,33587952,"recombinant protein expression,crystallization,affinity gel electrophoresis,isothermal titration calorimetry",NZ_GL882612.1,2624-15125,beta-glucan,HMPREF9446_RS02735-HMPREF9446_RS02760,HMPREF9446_00611-HMPREF9446_00616,Bacteroides fluxus YIT 12057,626930,degradation,default,default,default,default,1,yes,2,6,"GH3|CBM6,GH158",
PUL0647,33603728,qPCR,NC_004350.2,1459786-1467814,sucrose,SMU_1535-SMU_1539,SMU.1535-SMU.1539,Streptococcus mutans UA159,1309,biosynthesis,default,default,default,default,0,yes,3,5,"GT35,GT5,CBM48|GH13_9|GH13",
PUL0648,33667545,"high performance anion exchange chromatography,substrate binding assay,thin layer chromatography,NMR,mass spectrometry,crystallization",NZ_GL892007.1,234463-309097,glucuronoarabinoxylan,HMPREF9456_RS11100-HMPREF9456_RS11280,HMPREF9456_02254-HMPREF9456_02292,Dysgonomonas mossii DSM 22836,163665,degradation,default,default,default,default,1,yes,20,37,"CBM0|3.2.1.8|CBM4|GH10,GH43_12|GH43,GH43|GH43_1,GH10,GH146,CBM48|CE1,CBM6|CBM36|GH8|3.2.1.156,CE6,CBM2|GH43_29|GH43|CBM22|CBM42|CBM66|CBM6,CBM6|GH43_29|GH43,GH97,GH31,GH51,CBM2|GH43_29|GH43|CBM22|CBM42|CBM6,CBM48|CE1|GH10,GH43_10|GH43,GH115,GH10,GH43|GH43_1,GH67",
PUL0649,33667610,"Smith degradation,NMR",MN958100.1,1-25980,capsule polysaccharide,wzc-wzb-wza-gna-mIB-mID-mIA-mIC-gtr164-wzx-gtr165-wzy-orf-gtr166-itrA4-wzi-galU-ugd-gpi-gne1-pgt1-pgm,,Acinetobacter baumannii B8300,470,biosynthesis,default,default,default,default,1,yes,1,22,GT2|GT2,
PUL0650,33674431,"enzyme activity assay,high performance anion exchange chromatography,recombinant protein expression,NMR,gene deletion mutant and growth assay",NZ_AP022379.1,35557-47456,arabinogalactan,BLGA_RS00155-BLGA_RS00185,BLGA_00290-BLGA_00350,Bifidobacterium longum JCM 7052,216816,degradation,default,default,default,default,1,yes,2,7,"GH36,GH39|CBM35",
PUL0651,33691998,"enzyme activity assay,NMR",NZ_KB898707.1,82900-184489,agar,D568_RS0106305-D568_RS0106625,,Gilvimarinus chinensis DSM 19667,396005,degradation,default,default,default,default,1,yes,14,63,"CBM6|GH16_16|GH16,GH50,CBM6,CBM13|CBM6|GH16_16|GH16,GH50,GH117,GH16_3|GH16,GH2,GH50,GH127,GH167,CBM2|CBM6|GH86,3.2.1.81|GH50,3.2.1.81|GH86",
PUL0652,33811026,"RNA-Seq,enzyme activity assay,thin layer chromatography,liquid chromatography,mass spectrometry",NZ_PJAI02000001.1,312864-408665,agar,CWS31_RS01305-CWS31_RS01575,CWS31_001305-CWS31_001575,Colwellia echini A3,1982103,degradation,default,default,default,default,2,yes,10,54,"CBM35|GH2,CBM6|GH96,CBM6|GH96,GH50,GH50,GH50,GH29|CBM13,GH50,GH86,GH117",
PUL0653,33889146,"gene deletion mutant and growth assay,complementation study,enzyme activity assay,RNA-Seq,electrophoretic mobility shift assay",AL645882.2,3831534-3854645,agar,SCO3471-SCO3487,,Streptomyces coelicolor A3(2),1902,degradation,default,default,default,default,1,yes,4,17,"GH16_16|3.2.1.81,CBM67|GH2,GH117,3.2.1.81|GH50",
PUL0654,33912144,sequence homology analysis,NZ_CAJQES010000007.1,56564-116108,alginate,KCP55_RS03985-KCP55_RS04175,MAR621_02933-MAR621_02971,Maribacter dokdonensis 62-1,320912,degradation,default,default,default,default,1,yes,8,38,"GH144,GH144,CE0|CE1,CBM6|GH3,PL6_1|PL6,PL12,PL6_1|PL6,PL17|PL17_2",
PUL0655,33912144,sequence homology analysis,NZ_CAJQES010000017.1,10692-25936,alginate,KCP55_RS09490-KCP55_RS09545,MAR621_03471-MAR621_03483,Maribacter dokdonensis 62-1,320912,degradation,default,default,default,default,1,yes,2,10,"PL7,PL7",
PUL0656,32236137,"gene deletion mutant and growth assay,complementation study,clone and expression,isothermal titration calorimetry",NC_003909.8,5169301-5177236,exopolysaccharide,BCE_RS26735-BCE_RS26760,BCE5582-BCE5587,Bacillus cereus ATCC 10987,1396,biosynthesis,default,default,default,default,1,yes,2,6,"GH0|GH166,GT4",
PUL0657,33208778,"recombinant protein expression,NMR",LC529899.1,1-7951,levoglucosan ,,,Bacillus smithii S-2701M,1479,degradation,default,default,default,default,1,yes,,,,
PUL0658,34061597,"qPCR,growth assay",NC_021020.1,1747686-1765259,beta-mannooligosaccharide,FPR_RS08610-FPR_RS08675,FPR_17180-FPR_17320,Faecalibacterium prausnitzii SL3/3,853,degradation,default,default,default,default,1,yes,9,14,"GH36,CE2,CE17,GH113,GH1,GH130_2,GH130_1",
PUL0659,34061597,"qPCR,growth assay",NC_021020.1,989705-995264,beta-mannooligosaccharide,FPR_RS04860-FPR_RS04865,FPR_09740-FPR_09750,Faecalibacterium prausnitzii SL3/3,853,degradation,default,default,default,default,0,yes,2,2,"GH3A,GH3B",
PUL0660,34073255,"NMR,Smith degradation",MK399430.1,3280-27577,capsule polysaccharide,,,Acinetobacter baumannii 48-1789,470,biosynthesis,default,default,default,default,1,yes,,21,,
PUL0661,34073255,"NMR,Smith degradation",MT152376.1,1-25441,capsule polysaccharide,,,Acinetobacter baumannii MAR-24,470,biosynthesis,default,default,default,default,1,yes,,22,,
PUL0662,34339781,"thin layer chromatography,liquid chromatography and mass spectrometry,qPCR,clone and expression",NZ_DS995531.1,353357-368726,β-mannan,BACDOR_RS18975-BACDOR_RS18935,BACDOR_00577-BACDOR_00585,Phocaeicola dorei DSM 17855,357276 ,degradation,default,default,default,default,1,yes,4,9,"GH5_7,CE7,GH26,GH130",
PUL0663,34340552,"thin layer chromatography,clone and expression,recombinant protein expression",NZ_DS990123.1,30514-46197,arabinogalactan protein,BACPLE_RS05590-BACPLE_RS05620,BACPLE_00332-BACPLE_00338,Bacteroides plebeius DSM17135,310297,degradation,default,default,default,default,1,yes,4,7,"GH145,GH43_24,GH43_17,GH105",
PUL0664,34340552,"thin layer chromatography,clone and expression,recombinant protein expression",NZ_DS990119.1,268931-297885,arabinogalactan protein,BACPLE_RS02415-BACPLE_RS02485,BACPLE_00983-BACPLE_00999,Bacteroides plebeius DSM17135,310297,degradation,default,default,default,default,1,yes,8,17,"GH49,GH2,GH36,GH27,GH28,GH43,GH43,GH2",
PUL0665,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,3852033-3868605,pectin,BT_3043-BT_3049,BT3043-BT3049,Bacteroides thetaiotaomicron VPI-5482,818,degradation,default,default,default,default,1,yes,1,7,GH30,
PUL0666,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,4732770-4741675,pectin,BT_3654-BT_3658,BT3654-BT3658,Bacteroides thetaiotaomicron VPI-5482,818,degradation,default,default,default,default,0,yes,4,5,"GH35,GH43,GH51",
PUL0667,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,4883107-4887725,pectin,BT_3763-BT_3766,BT3763-BT3766,Bacteroides thetaiotaomicron VPI-5482,818,degradation,default,default,default,default,1,yes,,4,,
PUL0668,34420703,"UHPLC-MS,RNA-seq,RT-qPCR",NC_004663.1,5446660-5500444,pectin,BT_4149-BT_4177,BT4149-BT4177,Bacteroides thetaiotaomicron VPI-5482,818,degradation,default,default,default,default,1,yes,8,17,"GH43,GH28,PL9,PL26,CE12,GH105",
PUL0669,34480044,"clone,high performance anion exchange chromatography,enzymatic product analysis",NZ_GL622542.1,196589-248685,xylan,HMPREF1016_RS10680-HMPREF1016_RS10800,HMPREF1016_02151-HMPREF1016_02174,Bacteroides eggerthii 1_2_48FAA,28111,degradation,default,default,default,default,1,yes,12,24," CE15,GH8,GH95,GH43",
PUL0670,34537298,"NMR,Smith degradation,mass spectrometry",MK420047.1,3274-30582,capsule polysaccharide,,,Acinetobacter baumannii KZ-1098,470,biosynthesis,default,default,default,default,1,yes,2,24,,
PUL0671,34731049,"gene deletion mutant and growth assay,enzyme activity assay,Western blot,qPCR",NC_008255.1,1051545-1060308,cellulose,CHU_RS04470-CHU_RS04490,CHU_0919-CHU_0924,Cytophaga hutchinsonii ATCC 33406,985 ,degradation ,default,default,default,default,1,yes,,6,,
PUL0672,34757131,"Smith degradation,NMR,mass spectrometry",MZ064058,3333-25157,capsule polysaccharide,,,Acinetobacter baumannii Ab-46-1632,470,biosynthesis,default,default,default,default,1,yes,4,20,,
PUL0673,34757822,"NMR,substrate binding assay,liquid chromatography and mass spectrometry",NZ_AP012330.1,2208139-2217803,human milk oligosaccharide,BBPC_RS08935-BBPC_RS08970,BBPC_1770-BBPC_1777,Bifidobacterium pseudocatenulatum DSM20438,28026,degradation,default,default,default,default,1,yes,1,8,GH95,
