dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH30_e7	GH30_6:8	-	-	452	KQP59_RS11595	521	7.1e-253	1	452	58	511	0.9977876106194691	0.9977876106194691
GH30_e42	GH30_4:128	3.2.1.38:1	beta-fucosides	479	KQP59_RS11675	529	3.3e-207	2	478	31	524	0.9937369519832986	0.9937369519832986
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan	633	KQP59_RS11680	651	0	3	632	17	647	0.9936808846761453	0.9936808846761453
CBM32_e183	CBM32:5	-	host glycan	128	KQP59_RS11685	447	4.4e-73	1	128	314	443	0.9921875	0.9921875
GH18_e39	GH18:22	-	-	262	KQP59_RS11705	322	9.9e-180	1	262	51	312	0.9961832061068703	0.9961832061068703
GH18_e37	GH18:97	-	-	235	KQP59_RS11730	311	5.8e-81	1	235	59	277	0.9957446808510638	0.9957446808510638
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	KQP59_RS11750	816	2.1e-144	3	349	196	541	0.9857549857549858	0.9857549857549858
GH92_e26	GH92:39	3.2.1.-:1	host glycan	475	KQP59_RS11815	720	1.3e-252	1	474	238	713	0.9957894736842106	0.9957894736842106
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	KQP59_RS11840	791	2.8e-114	1	223	138	360	0.9955156950672646	0.9955156950672646
GH38_e34	GH38:63|CBM32:8	3.2.1.113:1|3.2.1.-:1	host glycan, alpha-mannan	234	KQP59_RS11845	1056	7.2e-127	1	234	28	261	0.9957264957264957	0.9957264957264957
GH28_e33	GH28:9|CBM32:1	-	-	323	KQP59_RS12405	646	5.9e-17	6	190	277	468	0.5696594427244582	0.5696594427244582
GH28_e12	GH28:34|CBM6:7|GH88:1	-	-	251	KQP59_RS12500	483	3.8e-122	2	250	201	449	0.9880478087649402	0.9880478087649402
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	KQP59_RS12775	407	5.7e-149	3	323	71	392	0.9876543209876543	0.9876543209876543
GH20_e11	GH20:11	-	-	338	KQP59_RS12900	656	6.8e-189	1	338	143	480	0.9970414201183432	0.9970414201183432
GT4_e2729	GT4:6	-	-	154	KQP59_RS13055	428	3.5e-54	3	152	245	391	0.9675324675324676	0.9675324675324676
GT30_e38	GT30:395	-	-	163	KQP59_RS13640	408	2.6e-80	3	163	46	206	0.9815950920245399	0.9815950920245399
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	host glycan, host glycan	534	KQP59_RS13660	599	5e-259	2	534	63	597	0.9962546816479401	0.9962546816479401
CE20_e33	CE20:279|GH33:1|CBM35:1	-	-	256	KQP59_RS14105	527	1.5e-83	1	255	102	405	0.9921875	0.9921875
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	KQP59_RS14135	798	9.9e-249	2	539	38	567	0.9944444444444445	0.9944444444444445
GH97_e1	GH97:229	3.2.1.22:1	alpha-glucan	639	KQP59_RS14145	922	1.9e-278	6	638	26	662	0.9890453834115805	0.9890453834115805
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	KQP59_RS14150	803	8.9e-263	1	540	40	571	0.9981481481481481	0.9981481481481481
GH16_e59	GH16_3:12|GH16:5	3.2.1.-:1	host glycan	227	KQP59_RS14340	374	2.4e-124	1	227	140	369	0.9955947136563876	0.9955947136563876
GH18_e33	GH18:8	-	-	297	KQP59_RS14345	348	1.2e-179	1	297	47	335	0.9966329966329966	0.9966329966329966
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	KQP59_RS14485	603	3.7e-262	3	559	43	599	0.9805996472663139	0.9805996472663139
GH105_e43	GH105:132	-	-	310	KQP59_RS14500	368	4.9e-163	2	310	57	365	0.9935483870967742	0.9935483870967742
GH130_e20	GH130:130	3.2.1.197:4	-	311	KQP59_RS14505	383	6e-167	2	311	66	374	0.9935691318327974	0.9935691318327974
GH2_e51	GH2:27	-	-	694	KQP59_RS14515	904	0	1	694	49	741	0.9985590778097982	0.9985590778097982
GH105_e43	GH105:132	-	-	310	KQP59_RS14520	354	2.6e-153	2	310	43	351	0.9935483870967742	0.9935483870967742
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	KQP59_RS14525	516	1.5e-152	1	311	177	480	0.9967845659163987	0.9967845659163987
GH43_e180	GH43_31:31	-	-	262	KQP59_RS14530	308	2.6e-144	1	261	23	286	0.9923664122137404	0.9923664122137404
GH105_e43	GH105:132	-	-	310	KQP59_RS14575	370	1e-149	2	310	60	368	0.9935483870967742	0.9935483870967742
GH105_e43	GH105:132	-	-	310	KQP59_RS14615	373	7.6e-158	2	310	61	369	0.9935483870967742	0.9935483870967742
GH89_e8	GH89:84|GH3:3|GH29:1	-	-	649	KQP59_RS14625	712	4.4e-258	2	648	60	704	0.9953775038520801	0.9953775038520801
GH115_e6	GH115:205|GH159:1	-	-	764	KQP59_RS14630	983	3.4e-292	1	763	33	963	0.9973821989528796	0.9973821989528796
GH109_e7	GH109:31	-	-	390	KQP59_RS14655	431	1e-26	2	145	44	187	0.36666666666666664	0.36666666666666664
GT2	GT2:377	-	-	167	KQP59_RS14845	248	7.2e-88	1	167	9	175	0.9940119760479041	0.9940119760479041
GT1_e137	GT1:124	-	-	306	KQP59_RS14930	376	1.2e-117	2	305	21	322	0.9901960784313726	0.9901960784313726
GH23_e996	GH23:98	-	-	155	KQP59_RS15115	463	3.9e-79	1	155	303	457	0.9935483870967742	0.9935483870967742
GT51_e13	GT51:429	-	-	160	KQP59_RS15300	773	1.8e-76	3	159	72	227	0.975	0.975
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	KQP59_RS15350	273	2.9e-21	14	202	54	259	0.912621359223301	0.912621359223301
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	KQP59_RS15385	550	4.1e-138	1	269	38	308	0.9962825278810409	0.9962825278810409
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	KQP59_RS15385	550	6.5e-77	1	194	342	547	0.9897435897435898	0.9897435897435898
PL40_e1	PL40:74	-	-	922	KQP59_RS15475	919	0	3	900	5	906	0.972885032537961	0.972885032537961
GH20_e29	GH20:27	-	-	326	KQP59_RS15635	692	1.8e-174	1	325	151	471	0.9938650306748467	0.9938650306748467
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	KQP59_RS15710	628	4.5e-139	2	300	37	350	0.9900332225913622	0.9900332225913622
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	KQP59_RS15710	628	1.6e-22	5	108	373	472	0.944954128440367	0.944954128440367
GH18_e24	GH18:12|CBM32:1	-	-	182	KQP59_RS15730	314	2.7e-102	1	181	58	236	0.989010989010989	0.989010989010989
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose, starch	340	KQP59_RS15830	482	5.5e-154	1	339	31	370	0.9941176470588236	0.9941176470588236
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	KQP59_RS15835	656	7.5e-18	9	90	26	111	0.8804347826086957	0.8804347826086957
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	KQP59_RS15835	656	2.4e-139	1	310	187	513	0.9967741935483871	0.9967741935483871
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	KQP59_RS15855	896	6.2e-303	2	561	44	609	0.994661921708185	0.994661921708185
GH20_e16	GH20:35	-	-	341	KQP59_RS15870	526	1.9e-206	1	341	149	489	0.9970674486803519	0.9970674486803519
PL13_e0	PL13:43	4.2.2.7:6	host glycan	360	KQP59_RS15905	393	6.5e-206	2	359	26	391	0.9916666666666667	0.9916666666666667
GH53_e22	GH53:425|CBM61:12|GH35:1|CBM13:1|CBM10:1|CBM60:1|CBM32:1	3.2.1.89:3	arabinogalactan protein	284	KQP59_RS15940	354	1.6e-112	1	282	47	330	0.9894366197183099	0.9894366197183099
PL12_e7	PL12_2:28	4.2.2.7:1|4.2.2.8:1	host glycan, host glycan	132	KQP59_RS15970	703	5e-57	1	132	430	567	0.9924242424242424	0.9924242424242424
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	KQP59_RS15990	435	1.6e-140	2	323	102	417	0.9907407407407407	0.9907407407407407
PL12_e18	PL12_2:44	4.2.2.8:2|4.2.2.7:1	host glycan, host glycan	131	KQP59_RS15995	667	1.2e-69	1	130	405	534	0.9847328244274809	0.9847328244274809
PL15_e0	PL15_2:45	4.2.2.7:2|4.2.2.8:2	host glycan, host glycan	153	KQP59_RS16020	874	8.4e-93	1	153	538	690	0.9934640522875817	0.9934640522875817
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	KQP59_RS16225	720	0	5	688	22	704	0.9912917271407837	0.9912917271407837
GT2	GT2:387	-	-	162	KQP59_RS16280	317	2.1e-80	1	162	5	167	0.9938271604938271	0.9938271604938271
GH29_e37	GH29:86|CBM0:3|GH117:3|GH106:1	-	-	332	KQP59_RS16530	461	8.1e-194	2	332	29	357	0.9939759036144579	0.9939759036144579
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	KQP59_RS16530	461	4.6e-17	27	108	371	445	0.7431192660550459	0.7431192660550459
GH36_e10	GH36:169	-	-	174	KQP59_RS16535	694	1e-113	1	174	143	316	0.9942528735632183	0.9942528735632183
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	KQP59_RS16550	526	5.3e-173	2	311	180	489	0.9935691318327974	0.9935691318327974
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	KQP59_RS16585	761	8e-258	2	509	239	743	0.9960707269155207	0.9960707269155207
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	KQP59_RS16595	388	2.4e-131	1	307	63	367	0.9902912621359223	0.9902912621359223
GH130_e20	GH130:130	3.2.1.197:4	-	311	KQP59_RS16605	384	1.1e-168	3	311	65	372	0.9903536977491961	0.9903536977491961
GT32_e25	GT32:7	2.4.1.-:1	-	83	KQP59_RS16630	225	1.8e-48	1	82	21	102	0.9759036144578314	0.9759036144578314
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	KQP59_RS16640	754	3.1e-216	2	493	247	736	0.9939271255060729	0.9939271255060729
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	KQP59_RS16985	619	5.1e-161	1	319	167	487	0.99375	0.99375
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	KQP59_RS16990	739	0	5	689	18	724	0.9927431059506531	0.9927431059506531
GH13_e47	CBM58:7|GH13_36:7|GH13:2	3.2.1.1:1	sucrose, starch	459	KQP59_RS17015	693	8.9e-274	1	459	81	540	0.9978213507625272	0.9978213507625272
GH154_e20	GH154:44|GH105:4|PL42:1	3.2.1.-:1	arabinogalactan protein	354	KQP59_RS17120	674	4.1e-191	1	354	51	402	0.9971751412429378	0.9971751412429378
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	KQP59_RS17130	334	1.3e-99	1	274	35	326	0.9927272727272727	0.9927272727272727
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	KQP59_RS17135	669	1.8e-261	1	540	36	566	0.9981481481481481	0.9981481481481481
GH97_e16	GH97:39	3.2.1.22:1	alpha-glucan	621	KQP59_RS17145	639	1e-291	3	621	23	637	0.9951690821256038	0.9951690821256038
GH29_e82	GH29:196	-	-	399	KQP59_RS17165	548	3.7e-194	2	399	34	433	0.9949874686716792	0.9949874686716792
GH43_e191	GH43_34:11|CBM32:8|CBM13:2	3.2.1.55:1	xylan	281	KQP59_RS17170	462	1.5e-155	1	281	30	303	0.99644128113879	0.99644128113879
CBM32_e40	CBM32:8|GH43_34:8	3.2.1.55:1	host glycan	106	KQP59_RS17170	462	6.3e-66	1	106	355	460	0.9905660377358491	0.9905660377358491
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan	633	KQP59_RS17175	648	0	4	631	16	644	0.990521327014218	0.990521327014218
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	KQP59_RS17200	324	2.3e-83	1	275	72	303	0.9963636363636363	0.9963636363636363
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	pectin	314	KQP59_RS17205	779	6.1e-151	1	313	37	348	0.9936305732484076	0.9936305732484076
CBM32_e42	CBM32:247|GH35:243|GH43_24:9	-	host glycan	74	KQP59_RS17205	779	7.5e-32	2	71	703	772	0.9324324324324325	0.9324324324324325
GT2	GT2:65	-	-	132	KQP59_RS17355	815	9.4e-71	1	132	251	381	0.9924242424242424	0.9924242424242424
GH5_e172	GH5_38:13|CBM35:1|GH5:1	-	-	308	KQP59_RS17445	559	2.2e-128	1	307	231	534	0.9935064935064936	0.9935064935064936
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	KQP59_RS17450	734	9.8e-90	1	208	59	278	0.9951923076923077	0.9951923076923077
GH109_e2	GH109:143	-	-	391	KQP59_RS17485	442	2e-28	2	155	52	196	0.391304347826087	0.391304347826087
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	KQP59_RS17495	448	3.2e-22	1	160	41	196	0.3897058823529412	0.3897058823529412
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	KQP59_RS17560	772	4.4e-109	1	222	98	318	0.9954954954954955	0.9954954954954955
GH144_e1	GH144:450|GH3:1	3.2.1.71:1|3.2.1.214:1	beta-glucan, beta-glucan	412	KQP59_RS17565	455	1.5e-212	1	411	35	445	0.9951456310679612	0.9951456310679612
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	KQP59_RS17690	688	9.3e-34	314	536	326	551	0.41187384044526903	0.41187384044526903
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	KQP59_RS17705	473	1.3e-218	2	401	58	458	0.9950124688279302	0.9950124688279302
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	KQP59_RS17710	764	1.1e-281	1	509	234	741	0.9980353634577603	0.9980353634577603
GH76_e13	GH76:46|CBM6:1	-	-	334	KQP59_RS17725	421	7.6e-181	1	331	61	395	0.9880239520958084	0.9880239520958084
GH76_e13	GH76:46|CBM6:1	-	-	334	KQP59_RS17740	430	2.2e-172	1	332	66	405	0.9910179640718563	0.9910179640718563
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	KQP59_RS17765	311	1.8e-142	2	288	12	294	0.9930555555555556	0.9930555555555556
GH43_e5	GH43_26:84	-	-	310	KQP59_RS17775	371	3.3e-180	1	310	37	346	0.9967741935483871	0.9967741935483871
GH115_e6	GH115:205|GH159:1	-	-	764	KQP59_RS17780	983	0	1	763	33	962	0.9973821989528796	0.9973821989528796
GH76_e20	GH76:10	-	-	313	KQP59_RS17890	493	5.4e-196	1	313	165	476	0.9968051118210862	0.9968051118210862
GH43_e5	GH43_26:84	-	-	310	KQP59_RS17970	367	2.1e-169	1	309	35	343	0.9935483870967742	0.9935483870967742
GT28_e43	GT28:568	-	-	161	KQP59_RS18060	373	8.9e-66	1	160	195	356	0.9875776397515528	0.9875776397515528
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	KQP59_RS18250	730	0	1	680	27	712	0.9985294117647059	0.9985294117647059
GT2	GT2:8	-	-	144	KQP59_RS18365	634	2.5e-67	1	144	405	548	0.9930555555555556	0.9930555555555556
GT2	GT2:59	-	-	162	KQP59_RS18405	312	2e-72	1	162	6	167	0.9938271604938271	0.9938271604938271
GT2	GT2:9	-	-	143	KQP59_RS18450	330	1.6e-65	1	143	9	167	0.993006993006993	0.993006993006993
GT4_e3844	GT4:17	-	-	141	KQP59_RS18455	414	4e-63	1	141	244	385	0.9929078014184397	0.9929078014184397
GT4_e3844	GT4:17	-	-	141	KQP59_RS18465	414	1.1e-65	1	141	243	384	0.9929078014184397	0.9929078014184397
GT2	GT2:26	-	-	128	KQP59_RS18470	337	4e-54	1	120	12	130	0.9296875	0.9296875
GT2	GT2:18|GT0:1	-	-	102	KQP59_RS18475	680	1.8e-44	1	101	92	192	0.9803921568627451	0.9803921568627451
GT9_e65	GT9:196	-	-	249	KQP59_RS18490	344	1e-109	1	249	73	321	0.9959839357429718	0.9959839357429718
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	KQP59_RS18565	401	2.9e-156	2	323	71	394	0.9907407407407407	0.9907407407407407
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	KQP59_RS18605	1037	0	4	866	57	912	0.9953810623556582	0.9953810623556582
PL29_e9	PL29:31	4.2.2.20:1	host glycan	318	KQP59_RS18665	869	9.1e-127	1	317	346	702	0.9937106918238994	0.9937106918238994
PL8_e13	PL8_2:53	4.2.2.20:2	host glycan	247	KQP59_RS18685	1026	4.2e-132	1	247	619	863	0.9959514170040485	0.9959514170040485
GH30_e41	GH30_3:104|GH30:1	3.2.1.75:1	beta-glucan	426	KQP59_RS18735	497	4e-246	2	425	69	492	0.9929577464788732	0.9929577464788732
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	KQP59_RS18790	396	8.6e-147	1	308	67	374	0.9935275080906149	0.9935275080906149
GH31_e23	GH31:202	3.2.1.20:1	starch	419	KQP59_RS18795	718	4.1e-195	1	416	181	590	0.9904534606205251	0.9904534606205251
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	KQP59_RS18820	515	1.8e-169	1	310	164	472	0.9935691318327974	0.9935691318327974
GH92_e14	GH92:70	-	-	492	KQP59_RS18825	747	1.5e-213	1	492	241	731	0.9979674796747967	0.9979674796747967
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	KQP59_RS18830	651	0	3	633	17	650	0.995260663507109	0.995260663507109
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	KQP59_RS18835	1422	0	22	883	52	928	0.9750849377123443	0.9750849377123443
CBM32_e55	CBM32:11|GH2:10	-	host glycan	124	KQP59_RS18835	1422	1.6e-53	1	124	1149	1271	0.9919354838709677	0.9919354838709677
CBM32_e55	CBM32:11|GH2:10	-	host glycan	124	KQP59_RS18835	1422	1.4e-53	3	124	1293	1416	0.9758064516129032	0.9758064516129032
GH2_e112	GH2:541|CBM67:5|GH43_26:1	3.2.1.23:1	beta-galactan	590	KQP59_RS18885	593	1.6e-209	1	578	29	585	0.9779661016949153	0.9779661016949153
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	KQP59_RS18975	606	5.8e-18	6	93	117	203	0.4860335195530726	0.4860335195530726
CE4_e140	CE4:231	-	-	111	KQP59_RS19130	205	6.9e-51	2	109	24	131	0.963963963963964	0.963963963963964
CE20_e10	CE20:99	-	-	256	KQP59_RS19460	478	2.2e-95	1	256	103	361	0.99609375	0.99609375
GH31_e75	GH31:390|CBM32:355|CBM0:1	3.2.1.49:3	-	243	KQP59_RS19470	1295	5.9e-132	1	243	444	684	0.9958847736625515	0.9958847736625515
CBM32_e89	CBM32:365|GH31:352|GH85:7|GH20:6|GH84:2	3.2.1.49:3	host glycan	120	KQP59_RS19470	1295	2.2e-46	2	119	970	1087	0.975	0.975
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	KQP59_RS19520	847	9.9e-103	4	245	56	300	0.9601593625498008	0.9601593625498008
GH95_e15	GH95:30	-	-	743	KQP59_RS19550	810	0	1	741	29	773	0.9959623149394348	0.9959623149394348
GH36_e23	GH36:19|CBM35:16	-	-	446	KQP59_RS19560	674	2e-138	1	446	208	647	0.9977578475336323	0.9977578475336323
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	KQP59_RS19570	719	0	1	679	28	700	0.9970588235294118	0.9970588235294118
CE20_e34	CE20:107	-	-	261	KQP59_RS19600	480	5.9e-120	1	261	103	369	0.9961685823754789	0.9961685823754789
GH43_e217	GH43_31:34	-	-	273	KQP59_RS19665	330	1.4e-155	1	272	38	305	0.9926739926739927	0.9926739926739927
GH43_e30	GH43:26	3.2.1.55:1	xylan	315	KQP59_RS19715	377	1.2e-179	2	314	46	365	0.9904761904761905	0.9904761904761905
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	KQP59_RS19725	735	2.7e-231	1	560	42	607	0.9858906525573192	0.9858906525573192
GH66_e1	GH66:36	3.2.1.11:1	alpha-glucan	547	KQP59_RS19750	593	0	1	546	47	592	0.9963436928702011	0.9963436928702011
GH31_e40	GH31:43	3.2.1.11:1|2.4.1.-:1	-	451	KQP59_RS19755	835	5.8e-266	1	451	235	685	0.9977827050997783	0.9977827050997783
GH32_e54	GH32:132|CBM38:4	3.2.1.26:1|3.2.1.64:1|3.2.1.80:1	fructan, fructan, fructan	287	KQP59_RS19775	549	5.4e-158	1	286	122	405	0.9930313588850174	0.9930313588850174
GH109_e5	GH109:463	-	-	399	KQP59_RS19940	420	4.9e-186	1	398	18	416	0.9949874686716792	0.9949874686716792
GH110_e19	GH110:23	3.2.1.-:2	host glycan	555	KQP59_RS19945	616	4.3e-287	2	555	30	583	0.9963963963963964	0.9963963963963964
CBM32_e18	CBM32:14	-	host glycan	112	KQP59_RS19980	858	1.1e-55	1	112	143	256	0.9910714285714286	0.9910714285714286
GH109_e5	GH109:463	-	-	399	KQP59_RS19985	468	1.4e-198	1	398	54	457	0.9949874686716792	0.9949874686716792
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	KQP59_RS19995	1125	0	3	866	61	962	0.9965357967667436	0.9965357967667436
CE11_e18	CE11:339	-	-	269	KQP59_RS20200	462	4.9e-123	1	268	5	297	0.9925650557620818	0.9925650557620818
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	KQP59_RS20295	539	2.5e-188	2	393	86	481	0.9873737373737373	0.9873737373737373
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	KQP59_RS20305	559	8e-137	1	269	40	310	0.9962825278810409	0.9962825278810409
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	KQP59_RS20305	559	5.1e-72	1	194	344	555	0.9897435897435898	0.9897435897435898
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	KQP59_RS20325	990	1.9e-275	2	481	24	502	0.9958419958419958	0.9958419958419958
CE4_e17	CE4:15	-	-	122	KQP59_RS20335	593	4.8e-18	5	115	313	431	0.9016393442622951	0.9016393442622951
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	KQP59_RS20350	466	2.7e-166	2	331	101	432	0.9939577039274925	0.9939577039274925
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin, pectin	607	KQP59_RS20355	614	7.1e-271	3	573	30	600	0.9390444810543658	0.9390444810543658
GH105_e17	GH105:172|CE12:1	3.2.1.172:1	pectin	319	KQP59_RS20360	380	2.2e-176	2	319	60	378	0.9937304075235109	0.9937304075235109
CE12_e36	CE12:119|CBM13:1	-	-	217	KQP59_RS20365	545	1.3e-86	1	217	66	286	0.9953917050691244	0.9953917050691244
CE12_e36	CE12:119|CBM13:1	-	-	217	KQP59_RS20365	545	6.2e-96	1	217	317	533	0.9953917050691244	0.9953917050691244
PL26_e0	PL26:692	4.2.2.24:1	pectin	860	KQP59_RS20370	1099	0	1	857	240	1095	0.9953488372093023	0.9953488372093023
CBM62_e3	CBM62:13	-	xyloglucan, arabinogalactan and galactomannan	70	KQP59_RS20485	650	1.3e-19	2	70	445	511	0.9714285714285714	0.9714285714285714
GH28_e111	GH28:59|GH43_24:12	-	-	359	KQP59_RS20520	517	2.6e-183	1	356	89	444	0.9888579387186629	0.9888579387186629
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-galactan	234	KQP59_RS20530	528	4.7e-110	1	234	134	368	0.9957264957264957	0.9957264957264957
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan, beta-mannan, beta-galactan	104	KQP59_RS20530	528	4.6e-42	2	103	425	524	0.9711538461538461	0.9711538461538461
GH78_e14	GH78:99	-	-	493	KQP59_RS20535	591	2.2e-254	1	493	92	588	0.9979716024340771	0.9979716024340771
GH2_e106	GH2:268|CBM32:3	3.2.1.-:1|3.2.1.23:1	pectin, beta-galactan	760	KQP59_RS20540	962	0	1	760	46	833	0.9986842105263158	0.9986842105263158
GH2_e151	GH2:22	-	-	621	KQP59_RS20550	803	0	2	621	27	646	0.9967793880837359	0.9967793880837359
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin, pectin	607	KQP59_RS20555	642	1.6e-191	16	573	64	638	0.9176276771004942	0.9176276771004942
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	KQP59_RS20560	463	8e-197	1	362	78	436	0.9944903581267218	0.9944903581267218
CE4_e46	CE4:78|CBM18:52|CBM50:1	3.5.1.41:1	chitin	128	KQP59_RS20565	323	3e-17	4	110	38	147	0.828125	0.828125
GH28_e117	GH28:129	3.2.1.173:1	pectin	341	KQP59_RS20570	433	2e-184	2	339	76	413	0.9882697947214076	0.9882697947214076
GH43_e84	GH43_18:91|GH43_34:66|CBM32:58|GH42:9|CBM42:1|GH43_20:1|GH43:1	3.2.1.55:2	xylan	233	KQP59_RS20575	789	4.7e-37	138	232	1	96	0.4034334763948498	0.4034334763948498
